H/T,Category,CS
ഒരു പുരുഷൻ സ്ത്രീ വേഷത്തിൽ നടക്കുന്നത് കണ്ടാൽ ഭീതിയേ തോന്നൂ. (995),Transphobic-Derogation,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (995)
ഇവർ കേവലം ശ്രദ്ധ പിടിച്ചു പിടിക്കാൻ ഇങ്ങനെ അഭിനയിക്കുന്നു. ലിംഗഭ്രാന്ത്! (996),Transphobic-Derogation,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (996)
പെൺകുട്ടിയായി ജീവിക്കണമെന്ന് ഒരു ആൺകുട്ടി പറയുന്നത് ശാപം പോലെ തോന്നുന്നു. (997),Transphobic-Derogation,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (997)
ട്രാൻസ് ആളുകൾക്ക് ലൈഫ് ഒക്കെ ആക്ടിംഗ് മാത്രമാണ്. (998),Transphobic-Derogation,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (998)"
ഇത് എന്താ പുതിയ മോഡേ? എല്ലാവരും ട്രാൻ്സ് ആകുന്നത് ഒരു ട്രെൻഡായി മാറല്ലേ! (999),Transphobic-Derogation,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (999)
ഒരു പുരുഷൻ സ്ത്രീ വേഷത്തിൽ നടക്കുന്നത് കണ്ടാൽ ഭീതിയേ തോന്നൂ. (1000),Transphobic-Derogation,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (1000)"
ഇവർ കേവലം ശ്രദ്ധ പിടിച്ചു പിടിക്കാൻ ഇങ്ങനെ അഭിനയിക്കുന്നു. ലിംഗഭ്രാന്ത്! (1001),Transphobic-Derogation,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (1001)
പെൺകുട്ടിയായി ജീവിക്കണമെന്ന് ഒരു ആൺകുട്ടി പറയുന്നത് ശാപം പോലെ തോന്നുന്നു. (1002),Transphobic-Derogation,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (1002)
ട്രാൻസ് ആളുകൾക്ക് ലൈഫ് ഒക്കെ ആക്ടിംഗ് മാത്രമാണ്. (1003),Transphobic-Derogation,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (1003)
ഇത് എന്താ പുതിയ മോഡേ? എല്ലാവരും ട്രാൻ്സ് ആകുന്നത് ഒരു ട്രെൻഡായി മാറല്ലേ! (1004),Transphobic-Derogation,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (1004)
ഒരു പുരുഷൻ സ്ത്രീ വേഷത്തിൽ നടക്കുന്നത് കണ്ടാൽ ഭീതിയേ തോന്നൂ. (1005),Transphobic-Derogation,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (1005)"
ഇവർ കേവലം ശ്രദ്ധ പിടിച്ചു പിടിക്കാൻ ഇങ്ങനെ അഭിനയിക്കുന്നു. ലിംഗഭ്രാന്ത്! (1006),Transphobic-Derogation,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (1006)
പെൺകുട്ടിയായി ജീവിക്കണമെന്ന് ഒരു ആൺകുട്ടി പറയുന്നത് ശാപം പോലെ തോന്നുന്നു. (1007),Transphobic-Derogation,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (1007)"
ട്രാൻസ് ആളുകൾക്ക് ലൈഫ് ഒക്കെ ആക്ടിംഗ് മാത്രമാണ്. (1008),Transphobic-Derogation,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (1008)
ഇത് എന്താ പുതിയ മോഡേ? എല്ലാവരും ട്രാൻ്സ് ആകുന്നത് ഒരു ട്രെൻഡായി മാറല്ലേ! (1009),Transphobic-Derogation,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (1009)
ഒരു പുരുഷൻ സ്ത്രീ വേഷത്തിൽ നടക്കുന്നത് കണ്ടാൽ ഭീതിയേ തോന്നൂ. (1010),Transphobic-Derogation,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (1010)
ഇവർ കേവലം ശ്രദ്ധ പിടിച്ചു പിടിക്കാൻ ഇങ്ങനെ അഭിനയിക്കുന്നു. ലിംഗഭ്രാന്ത്! (1011),Transphobic-Derogation,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (1011)
പെൺകുട്ടിയായി ജീവിക്കണമെന്ന് ഒരു ആൺകുട്ടി പറയുന്നത് ശാപം പോലെ തോന്നുന്നു. (1012),Transphobic-Derogation,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (1012)"
ട്രാൻസ് ആളുകൾക്ക് ലൈഫ് ഒക്കെ ആക്ടിംഗ് മാത്രമാണ്. (1013),Transphobic-Derogation,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (1013)
ഇത് എന്താ പുതിയ മോഡേ? എല്ലാവരും ട്രാൻ്സ് ആകുന്നത് ഒരു ട്രെൻഡായി മാറല്ലേ! (1014),Transphobic-Derogation,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (1014)"
ഒരു പുരുഷൻ സ്ത്രീ വേഷത്തിൽ നടക്കുന്നത് കണ്ടാൽ ഭീതിയേ തോന്നൂ. (1015),Transphobic-Derogation,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (1015)
ഇവർ കേവലം ശ്രദ്ധ പിടിച്ചു പിടിക്കാൻ ഇങ്ങനെ അഭിനയിക്കുന്നു. ലിംഗഭ്രാന്ത്! (1016),Transphobic-Derogation,വിവിധത്വം അംഗീകരിക്കാൻ നമ്മൾ പഠിക്കേണ്ട സമയം കഴിഞ്ഞു. ഇപ്പോൾ ആചാരങ്ങൾക്കപ്പുറമാണ് സമൂഹം. (1016)
പെൺകുട്ടിയായി ജീവിക്കണമെന്ന് ഒരു ആൺകുട്ടി പറയുന്നത് ശാപം പോലെ തോന്നുന്നു. (1017),Transphobic-Derogation,മറ്റുള്ളവരുടെ ലൈംഗികതയെ അപമാനിച്ച് നമ്മൾ ഏതിനാണ് നേട്ടം നേടുന്നത്? (1017)
ട്രാൻസ് ആളുകൾക്ക് ലൈഫ് ഒക്കെ ആക്ടിംഗ് മാത്രമാണ്. (1018),Transphobic-Derogation,ട്രാൻസ് അല്ലെങ്കിൽ ഗേ ആയാലും അവരും മനുഷ്യരാണ്. അവർക്കും അവകാശം ഉണ്ട്. (1018)
ഇത് എന്താ പുതിയ മോഡേ? എല്ലാവരും ട്രാൻ്സ് ആകുന്നത് ഒരു ട്രെൻഡായി മാറല്ലേ! (1019),Transphobic-Derogation,"അവരെ കുറ്റപ്പെടുത്തുന്നതിനു മുൻപ്, അവരുടെ ജീവിതം മനസ്സിലാക്കാൻ ശ്രമിച്ചിട്ടില്ലേ? (1019)"
ഒരു പുരുഷൻ സ്ത്രീ വേഷത്തിൽ നടക്കുന്നത് കണ്ടാൽ ഭീതിയേ തോന്നൂ. (1020),Transphobic-Derogation,ഇവരോട് മാന്യതയില്ലാതെ പെരുമാറുന്നത് നമുക്ക് വേണ്ടുന്ന സംസ്‌കാരമല്ല. (1020)
ഇവർ കേവലം ശ്രദ്ധ പിടിച്ചു പിടിക്കാൻ ഇങ്ങനെ അഭിനയിക്കുന്നു. ലിംഗഭ്രാന്ത്! (1021),Transphobic-Derogation,"ഒരു വ്യക്തിയുടെ ജൻഡറും ലൈംഗികതയും അവരുടെ വ്യക്തിത്വത്തിന്റെ ഭാഗമാണ്, ആഹാരമല്ലാത്ത കാര്യങ്ങളാണ് അവ. (1021)"
പെൺകുട്ടിയായി ജീവിക്കണമെന്ന് ഒരു ആൺകുട്ടി പറയുന്നത് ശാപം പോലെ തോന്നുന്നു. (1022),Transphobic-Derogation,സ്നേഹവും മാനവികതയും ആണല്ലോ നാം പഠിച്ചതോ? പിന്നെ എന്തിനു ഇങ്ങനെ വെറുപ്പ്? (1022)
